GeneID	SRR6727631	SRR6727635	SRR6727639	SRR6727666	SRR11832951	SRR11832952	SRR11832962	SRR11832963
653635	1.45444017575199	3.04161758861644	2.58200185755913	3.15268300326854	1.6340312356512	1.4157501993818	1.37860767165381	0.705388872945449
102466751	-0.423553260341492	0.210977436382302	-0.489261047619121	-0.204548002562283	0.49174793496874	0.475683527361989	0.146089446342221	-1.18744685147545
729737	-0.190338292209505	1.63053809661604	3.63576754737919	2.93798475676594	2.79850078633877	2.55461153942327	2.36844071186504	1.7784260449582
102723897	3.2544184287956	3.78914292813003	2.53629242441435	2.2580258547059	3.35300192105923	2.87097089396956	2.74938671572676	1.49676350278815
100133331	2.0057377294476	1.47152524099036	2.07508817939732	1.38694777359631	3.12691576349628	2.48627765628828	2.92480782022187	2.36580352321034
100288069	0.967623863395627	2.01198838166768	0.836833459883953	0.172090826910651	-1.19738252103115	-1.27880356498443	1.0770617518855	1.92045849549796
400728	0.144470595237838	1.47152524099036	-0.587043497382848	0.0420983883458798	1.05645548532405	0.58428179729107	0.98256766694835	0.659816614111022
79854	1.40184415602623	1.81408305335291	1.92354637306823	0.365681258022019	0.0410936196292816	-1.18666893179547	0.284548692671575	0.771156762122618
643837	4.20718262989092	3.42688116246783	4.2734687900562	3.61189876595472	6.01277536787061	5.01193329151079	6.94802712002273	5.65407830321462
26155	5.9835581032169	5.74769901945859	6.11751779676904	6.05865409724603	6.07752905078955	6.15682168013278	6.0899695447795	6.58287022648547
339451	4.89340699274969	4.33788673057959	3.75030258611941	4.00401850246106	5.513478179736	5.7412645433268	5.28555242454269	5.82510689172013
57801	6.68204680358512	1.85331755841518	7.82559769477021	3.33491107400395	0.93970434158775	0.161936788807984	2.10246129441842	0.682782679721975
9636	4.70366143222265	1.7039212133361	5.21617222251258	3.1100624080431	6.19891971886517	6.29206703472571	5.75209416916392	6.09871256166672
375790	4.49771140314889	2.64685657975199	3.8885976687404	3.26378531172003	5.73036685235674	6.69767102016831	5.13168260060058	6.08045252995446
105369174	-2.39877243345675	-3.01813244232373	-2.33014477987721	-2.4092666904312	0.150213415916987	1.7313038250402	0.675368038736023	0.636479032752745
105378948	0.918546475888507	0.170128339468815	0.874056971870273	-0.00397237827187494	1.74257155958119	2.20941088868439	1.85823358374051	2.32988154254594
54991	4.78634504099924	4.42075609659741	3.98956966062999	4.28832192048703	4.79353642131103	4.68762252698218	4.59969451072938	4.65576228563491
8784	-0.627102685712676	3.32356931989073	4.60493558068548	-1.80928974422859	3.74967688008486	2.04811198759455	2.28511299566708	0.135153414593932
7293	2.44755163926999	2.94806274664219	5.29033044547099	-0.569927139559677	5.38819350396923	1.34032864617545	4.51501768172223	1.4030663601333
51150	5.89832111502485	6.20235397945143	5.33773277072881	6.02750260769474	6.89940370226711	6.76915426371061	6.63348018005853	6.74338229298968
126792	4.12303636718043	3.72360478159864	0.449923785128225	3.131530088976	4.64296283469614	4.84324789590172	4.61158341751279	4.73343487185907
388581	0.305841135572178	1.11049147722088	0.449923785128225	0.80035472561656	-0.298105458519964	-0.491865790607961	1.39092392906335	-0.200831315479584
118424	5.15013107445619	5.13285199140377	3.8139411076835	4.68301676249544	5.76652320744436	5.7774575208112	5.65011142501643	5.71522704011364
6339	4.57694465780904	4.62537164827988	3.79950247528283	3.26378531172003	4.23577858292622	4.65375358532364	4.06852418296588	3.93736463687288
116983	7.41093995888807	7.48754741421225	6.74477514163674	6.52193581043459	7.05074939947863	6.9547647869812	6.79858711716386	6.72067478649389
126789	3.16256044867356	2.63939383396064	2.6903145563355	3.1100624080431	3.09542272679241	2.87632087529869	2.72040026178352	2.58888519627478
54973	6.6504584093348	6.36841760257089	6.76287334770831	6.26638217859133	6.90655030245174	7.08350138875526	6.75607542367257	6.78543340554186
80772	2.72949257000295	2.23632781765907	0.798624036187188	2.96812772569715	4.10181615506574	4.05168286623608	3.88913687346946	3.87890058664624
83756	0.518394513059288	1.11049147722088	-0.39768746374147	0.599326936658415	2.16287809173023	2.6638303809675	1.45097575890725	2.37288182160004
1855	5.19590161573283	5.1552643645853	4.75465079523132	4.57159536895173	5.52703121364253	5.54947410481271	5.26979995232844	5.22891437466196
54587	2.26328234839997	1.67501432414366	1.23040925275258	1.09075096067115	3.18363920830961	3.49963783641087	3.32212008980007	3.46743844388991
54998	5.31801755054338	5.45216820959345	5.15699614407962	5.58836513010719	5.14620322079989	5.0431886383579	5.14900822727949	5.23572496856547
81669	8.53367983336536	8.32859241253977	8.95184123438571	7.92299310630262	8.67063203233144	8.71275001400402	8.67074035815019	8.52229160003531
148413	3.71232330223973	3.31422601354889	2.46489251668565	3.25891655847432	4.26640228962528	4.48541732775008	4.22289491168473	4.65721249304435
55052	5.05540847017494	5.03529088913807	4.10365687172627	5.02737193301201	5.47378863826429	5.36007431363432	5.67109286025557	5.7597831715432
83858	5.67919440089454	5.527881134098	6.01917752788307	5.56488734594512	5.90336551124323	5.96363980418313	5.67424541379562	5.86204687737043
55210	4.90290054106555	4.51755826819834	5.08341872130719	4.86544426653603	4.45900127956959	4.45355923542138	4.15771812307647	4.57826911405191
29101	5.64188441882476	5.10738380646996	4.95250707831084	5.37657767598583	6.11053652136795	6.30650573680281	6.04781102810473	6.46112610192741
643988	-0.137483172070087	-0.504135963250465	-4.08775320362409	-0.316365299915567	0.251657014950159	1.01127462271533	0.881447872286956	1.67913394857222
142678	5.90856814092839	5.93078822360867	5.41868972803788	5.29211897053458	6.65591749008601	7.30348957548838	6.70242436532831	7.0202142694438
984	5.61902632301958	6.26915677627791	6.14252080655576	5.89805077406731	6.19944882155592	6.08528231298025	6.19949137599766	6.25389712512868
728661	7.11639101201316	6.05938415728236	6.35818861598347	5.97873656749742	8.25311774568909	8.13724985250199	7.72241439936817	7.5364781409504
728642	4.55302537478357	6.00307518704047	6.51811221580414	5.62855375579998	6.45122604308584	6.3794367459837	6.57665870949121	6.32951857969974
9906	4.16572289827649	5.33347686140211	5.4107954287112	5.33438785095591	6.10376907138569	5.81276469965219	6.94515900970253	6.77645357398274
65220	5.03828087572945	4.8227733394039	5.55815869774398	5.20873256682962	5.24382142875881	5.57766293958027	5.21543675153768	5.72494070036385
2782	8.66780212766953	8.97085038311344	7.530091862907	8.86311401387216	8.48638762009545	8.22216132020607	8.32625609009167	8.18921231850559
2563	1.93346643386956	2.43905382869992	-2.33014477987721	2.27741493881134	2.95207739883651	-0.335259592142808	2.45310246919748	-0.758315440959208
5590	4.98415325893418	5.22423142621349	0.055444171945427	2.27741493881134	3.88213160813282	4.36499581592601	3.80879759708642	4.1209333787099
100506504	4.0162874373861	3.50697652198606	-0.805062157994532	0.976766104990736	2.72396558550838	3.11225613655759	2.42343320929946	3.12580171632755
199990	4.95402692809537	5.14476072343487	4.36128808552457	5.13889968818743	5.55624192811728	5.67986922137696	5.64433585796881	5.82123096891759
6497	4.49562144401863	5.6340152154976	2.74156665345456	5.41428813663431	7.24701184415358	6.83726220907949	7.12917726148914	6.58019702646696
79906	3.46987356700116	2.37758601619797	2.33743037789194	2.74256725814118	3.09542272679241	3.60651246146744	3.16963032779712	3.93497535587002
100129534	1.53805122922102	-0.318284207990168	0.590741470359718	0.536341106121224	2.07334244677496	2.62621952431066	2.27849930859418	1.93965377845067
11079	6.63819532661768	5.93002380896255	6.0181386908389	5.72879276677353	7.08178763381564	7.21705281887458	6.99643618397371	6.92831253881872
5192	3.27892977676165	3.15062606074189	2.35069543990686	3.34872491864097	3.15337320657292	2.74795399479868	3.21536273594599	2.50760972087351
9651	-0.302238431410712	0.210977436382302	-0.805062157994532	-1.51436183972869	1.51665572829207	1.80047576847105	1.26275744607589	-0.159395383606471
8764	-0.864163640043821	0.686936754475532	0.449923785128225	-1.51436183972869	0.519133458984924	-2.00541237510357	0.809869311028693	1.96797616752096
1953	6.4486459492327	5.66282695003458	6.65004288301077	5.78236591173586	6.99789294951859	6.99988512297816	6.23579143932936	5.81604682047374
127262	2.75067807328371	3.16628952024794	2.33743037789194	3.68993797084238	5.36007323819336	5.23655242757179	4.89602505247235	4.89826075795551
49856	4.8886366885042	4.89192120200202	4.02723354612846	4.22731788345743	5.45352675539274	5.41991612441118	5.16523224652622	5.17526606314696
57212	4.94639601221562	4.36754844494954	0.498406364333177	3.29265774713565	6.0525610982701	6.28353529388838	6.04245352524744	5.94036972072891
57470	5.43059887009818	5.90767773995823	4.37758033296429	5.70393061283791	6.18134957015518	6.04190142395402	5.91019268098846	5.88450833307554
9731	6.08781854826093	5.53895313684886	4.89254896164089	5.62098459595489	6.23601195870007	6.16394837813218	5.98826167078936	5.6991255211596
1677	6.13624716225416	4.48253567994932	2.35069543990686	5.03735782407456	4.22750127268812	4.37825486195177	4.23490117175178	4.16848861648621
339448	5.94960719085928	6.14487929441295	5.66688411635364	5.87277872374018	5.32364886905089	5.08998928132528	5.37274176638902	5.04173698026301
55966	8.33322565734936	6.24784465128065	6.7672080748237	6.889878958049	3.79799075125911	2.57449611442515	0.932893535510201	-2.24524107773136
261734	5.02674846059474	4.66450075742123	4.2838788973512	5.06272287365859	4.67070241568825	4.63019664897355	4.28360361683548	3.73799212369777
8514	8.4876288803857	8.58547926115189	6.70723862212885	8.30682999777519	8.11901470410595	8.81144331699286	7.75761616410653	8.30591008530589
26038	2.12950689966024	0.771295981191783	1.04700117025256	0.436385566028611	1.29693862409144	0.779657676665355	0.410875526886087	1.04373223997436
6146	9.04812065756615	8.67784651529588	10.927813984144	9.10392439986855	7.92822986969199	8.02627050127652	8.21387049729126	8.74466526509435
23463	4.3272115280346	4.8424061522528	3.15846654729429	4.36282208505014	4.81302916268646	5.00950075176887	5.00920401888175	5.33873010425734
387509	2.65653935229149	3.56327297034834	-0.927816625820508	5.52893836860321	4.01791252724556	3.66641481617749	3.32533223195727	3.0215655752238
11332	3.85935104437511	5.04520811037727	5.67085571444518	4.67755419134239	3.28682638120632	3.04258395039111	3.35706632993925	4.13765271393253
83715	-3.00904488758312	-1.51608439112332	-1.37482008013458	-3.01704797305514	2.28755322857021	2.11299902475764	1.88460286594356	1.65610925924068
8718	3.24449608338384	4.5986832604223	3.02417265160479	3.33953040091881	8.38153203815363	7.75103699054534	8.1050095120437	7.42256491130787
57449	3.40454234814461	1.45461582925033	2.26921144492735	1.35079600381134	2.4670172851718	3.5903263820451	1.4272541328104	2.17651979056195
79707	5.95037040111725	6.3841308224643	6.14252080655576	6.28146495438613	5.57512045657029	5.56694979127877	6.10780029638448	5.81409795203195
3104	5.18686293907281	4.8407802505026	4.56281090689943	4.60459188441983	6.28319816829391	6.18080207814981	6.04342909765689	6.17965235488272
9903	4.36662564827044	4.72038982368237	4.48072750402379	5.37320246870681	5.44819391080754	5.48702349784502	5.46955097770934	5.51062999403525
148479	2.33048663140108	4.2252537438231	2.32404221566529	4.15578372853044	4.68437472438201	4.60302536036811	4.72050456968478	4.6249662559466
90326	4.06783837015176	3.57113894541843	3.96390280345452	4.29070923436806	4.05346722161389	4.12542760756246	3.89779343976474	3.76514596608843
55735	5.23776598491884	5.30899061503614	3.98532343675594	5.1973259742956	5.67056311431424	5.45072545022094	5.69550200397287	5.58566029662958
23261	4.45317358684643	4.25241371313592	5.28688421345514	4.49084346576531	3.76119126973265	3.69091125625305	3.83607748230987	3.83087539007775
9341	5.72985862827798	6.46604031583474	5.75307843392341	6.14497040610605	4.51448421772729	4.61587561738627	4.53040824380075	4.57366877675279
8863	2.24349175567792	2.00038363227658	0.293859683478202	0.688931807515271	1.91741591332226	2.13993856480068	1.6069282476119	2.42829169894851
10911	-4.0877532036241	-3.01813244232373	-3.24474186461471	-3.01704797305514	1.11146909794185	1.24428833342002	2.11736236374348	2.55816485123082
3604	-2.67187760048084	-0.153665106363495	-1.37482008013458	-0.715649566566709	5.07417629873908	5.45877191468677	4.06660605765467	4.83943451587432
11315	6.69394426093643	6.22683553813843	6.99759349258567	6.59136156895509	6.27769681257074	6.42121434596515	6.34268719034885	6.62609245212286
473	5.4018721443941	5.51672350136447	5.95765325534416	5.39666475851624	8.2290908656148	7.64356392152633	8.20811800378581	7.64899246845289
102724552	-3.44984430689865	-4.08775320362409	-2.0259211407864	-2.68138534474809	1.01857860889789	1.74306525876366	1.63826104560168	0.539159749848796
2023	9.41575621427572	9.05143339540832	10.294784703099	9.37121152234695	8.92533952831008	8.91384948592997	9.14437961923053	9.45549853116384
765	-4.0877532036241	-1.81093335123878	-1.37482008013458	-1.98295373321926	1.74257155958119	3.84620067394976	1.97736483020071	3.62987874773719
80045	-1.50167333924417	-2.41069012615326	0.677520761891207	-2.4092666904312	1.01857860889789	0.824630393013609	0.98256766694835	-1.18744685147545
9563	6.46208747996008	7.16651653479515	5.40603803104697	6.14298987652311	8.18154407012112	8.05309225212661	8.20026636808501	7.96576108310397
80176	3.69056269203462	4.84403022369181	0.910344173617095	4.1024252591135	4.97630326491299	4.77327949199353	4.52622707427675	4.64556981020551
84275	2.68616477569967	3.09715115009337	3.17347445028151	4.68664701961409	1.92767092678479	2.22626855166105	2.59825392952953	2.55194149682179
