GeneID	logFC	logCPM	F	PValue	FDR
100133234	-6.49302871836575	1.16697648353076	178.229646341335	3.15658775374223e-07	0.000106369954997955
11123	-2.88069342793486	6.75404543588475	176.829945438668	3.26527300474064e-07	0.000106369954997955
4648	6.31876053648219	8.94690145555235	181.130450617739	3.29361724847365e-07	0.000106369954997955
8629	-2.23174417599792	5.90268305194774	176.116926394914	3.32239652992621e-07	0.000106369954997955
25932	5.23769213368687	6.74869127578599	181.883207336548	3.33892301147185e-07	0.000106369954997955
440145	3.4566541623657	5.49951317399793	173.484921154725	3.54412727337966e-07	0.000106369954997955
9710	-3.32931202604193	5.06811520458223	172.858408708164	3.59954834817912e-07	0.000106369954997955
6451	1.82186456803459	6.75149048482858	172.060300513655	3.6716920605753e-07	0.000106369954997955
55601	-2.38459109376541	6.12064764051268	171.94554087371	3.68221041446167e-07	0.000106369954997955
6613	2.17353430625849	7.25144570534302	171.344596367205	3.73789584109725e-07	0.000106369954997955
54407	2.31008227396524	9.12686099469136	170.441592037141	3.82352090712653e-07	0.000106369954997955
25874	2.14191048354194	5.88752422210161	168.867062894179	3.97863551139083e-07	0.000106369954997955
79814	-5.04157787383218	3.77367391248833	168.583059364889	4.00742757767816e-07	0.000106369954997955
5871	-2.06783452886809	6.49428717917704	167.500968509613	4.119490646355e-07	0.000106369954997955
50810	3.37236354373195	4.85466541187932	167.431022599775	4.12686537334453e-07	0.000106369954997955
283219	-4.67684719873546	4.37488698654942	165.507134165232	4.3361887006276e-07	0.000107589186011389
148932	-2.62732763169603	4.18252233148073	165.431479630076	4.34468221504702e-07	0.000107589186011389
1316	3.67027898103607	10.1704593856996	163.95742228472	4.51430353649728e-07	0.000107589186011389
871	-5.8777531986739	3.48461292625388	163.942816398014	4.51602436992949e-07	0.000107589186011389
4599	-2.67374231380839	7.39574579565336	163.441893054353	4.57553055483784e-07	0.000107589186011389
126432	-2.66254904269126	5.47686645503998	162.06908945796	4.74359363200263e-07	0.000107682146967325
91782	-3.42277582761718	8.05436356705309	161.003873097615	4.87922374394383e-07	0.000107682146967325
89846	-1.82763117674689	7.49301746129808	160.3108761996	4.97001040609051e-07	0.000107682146967325
6648	2.5137269436795	6.22067411222647	160.045156219422	5.00536837450615e-07	0.000107682146967325
79931	-5.3817158790397	3.64271801610224	159.899310615516	5.02490603238448e-07	0.000107682146967325
10793	2.9698513506793	5.17723871167979	159.065730870297	5.13838055316993e-07	0.000107682146967325
22900	-2.33677806826148	7.25336600969347	159.040406240737	5.14187674842109e-07	0.000107682146967325
91694	3.01296421350498	4.5599085292662	157.886793574034	5.30426918607233e-07	0.000109374030616812
201305	2.95924210989157	5.10625912527724	156.421074018079	5.51974379234013e-07	0.000111813481530293
55809	-1.98424318087026	6.95065209070621	155.439458709535	5.67005039303126e-07	0.000111813481530293
57185	-2.44313240469285	5.93051065383726	155.252761129093	5.69920174108087e-07	0.000111813481530293
54847	-2.1134260487878	6.27498799169976	154.25900475236	5.85748968447899e-07	0.000111813481530293
85315	-4.08179405387815	4.87290614593942	153.989656642216	5.90131478996661e-07	0.000111813481530293
3430	-2.27796552933769	4.51992380400731	153.856554398548	5.92311959162187e-07	0.000111813481530293
5603	-2.60786834747528	6.09689538474676	152.606076201535	6.13286006943946e-07	0.000114164893764857
28692	-8.27541695616507	2.61805790071365	151.131624165413	6.39196289857971e-07	0.000117034262160722
51582	2.93159406897715	8.39660851648678	150.747557279081	6.46163948361816e-07	0.000117034262160722
8089	3.20844765206537	5.37473410782405	149.426325637608	6.70853669291649e-07	0.000119484731483801
51466	-2.34806290776862	9.73245296487709	149.079605696762	6.77522912241203e-07	0.000119484731483801
7411	1.86122879379873	5.3427142730421	147.190612812654	7.1531635519506e-07	0.000124511494917914
23135	-2.39190982381772	7.72868304656811	146.410499998288	7.31673891900798e-07	0.00012456445361018
6477	2.84688576199374	4.52902008377475	146.291546434735	7.34208150056272e-07	0.00012456445361018
7763	2.27614730006242	8.23729644457539	145.596152894949	7.49239922665099e-07	0.000125160629587464
51193	2.04444284535471	6.01008159311328	145.21314241455	7.57679890644987e-07	0.000125160629587464
55619	-3.24581672415985	8.04963479410064	144.489231302977	7.73951750654009e-07	0.000125160629587464
65986	2.95506171192594	7.17989202848509	143.7399778452	7.91245571824156e-07	0.000125160629587464
2739	2.55301546019683	6.5113092358578	143.664960992902	7.93002967315845e-07	0.000125160629587464
5687	2.43316807990491	7.60542379111672	143.633063684911	7.93751661190366e-07	0.000125160629587464
57142	2.52924395698008	7.60737614452374	142.839911884791	8.12649588134784e-07	0.000125277896209136
7295	2.79486488200284	6.58462029776492	142.793595261411	8.13770053996093e-07	0.000125277896209136
57134	-8.57474029320491	7.14893451400503	146.884303353258	8.22536362486304e-07	0.000125277896209136
55303	-5.60798115994771	5.94035339047906	146.008464548978	8.43439831983371e-07	0.000127018247955878
9138	-2.44617598415426	9.98328965490887	140.816005018055	8.63423608733502e-07	0.00012828242803896
154075	-4.79659246617444	5.11872220541541	142.066328203231	8.79459353817201e-07	0.00012828242803896
6856	2.49157542215618	6.73367836232402	139.934801525915	8.86739025578338e-07	0.00012828242803896
51339	-6.03367626724421	2.76876426079644	139.684168321533	8.93510592938556e-07	0.00012828242803896
6917	1.68879980295383	6.37013074179285	138.853591171643	9.16407617140897e-07	0.00012828242803896
145864	-3.01914659814834	5.29982417950105	138.560918974057	9.24646453470779e-07	0.00012828242803896
939	-3.57729751807245	5.6495381351903	138.540782460251	9.25216627548278e-07	0.00012828242803896
80207	-2.1229651636157	5.03586914030698	138.198999972716	9.34960244101849e-07	0.00012828242803896
4129	-6.11440002154007	1.46157415108874	138.094133519587	9.37974927092296e-07	0.00012828242803896
401431	-6.95393499479968	3.25557680630004	137.294203843301	9.61366660818281e-07	0.000130153508635833
6609	-5.01295433295355	6.0612033101274	141.091099416966	9.73691458347341e-07	0.000130503866162294
3635	-2.51509158499711	7.3352862314747	136.302694984403	9.91359015653649e-07	0.000131556286007979
51014	3.47328047228952	5.78612566889568	135.497140293749	1.01657229094955e-06	0.000131966546104087
2734	-1.99710447907187	8.11708385724901	135.436725079278	1.01849467431121e-06	0.000131966546104087
4939	-3.78331574186878	7.17092966068343	136.332410941105	1.02800762793611e-06	0.000131966546104087
9619	-2.66263902169391	7.01597378497113	134.456383201869	1.05031896435519e-06	0.000131966546104087
93380	2.5010052501523	5.90018401264022	134.410517419808	1.05183743694741e-06	0.000131966546104087
56929	3.21885363185211	6.95717480601586	134.359583258575	1.05352685466965e-06	0.000131966546104087
27018	2.01654130508435	5.89398340193592	133.391554036511	1.08627498037991e-06	0.000134032643166121
28658	-7.64259008028796	2.31345265883634	133.283085612701	1.09002149556869e-06	0.000134032643166121
6009	2.06919739802823	5.31793790200889	132.254405948585	1.12634952382977e-06	0.000137240569708095
10950	4.10295869103551	5.86303959520279	132.536728622522	1.2018497827129e-06	0.000144597016671621
1073	2.30507981975478	4.45520390932882	129.890072824649	1.21562024450882e-06	0.000144597016671621
8099	3.21473034520927	6.18538654936254	129.447492233884	1.23327972621043e-06	0.000144597016671621
5277	2.99239078971654	6.35064219868924	129.190500043496	1.24367801921394e-06	0.000144597016671621
6595	-2.23579480025344	7.42095672938365	129.134054013004	1.2459762516417e-06	0.000144597016671621
83636	-2.88633921918336	5.08019261277421	128.999999794296	1.25145519166665e-06	0.000144597016671621
4628	2.06708983335765	6.1128299788509	128.412949388391	1.27579840410416e-06	0.000145323280299638
2035	-1.81525155274933	8.2221942753035	128.164218107908	1.28628699211525e-06	0.000145323280299638
9214	-3.8873978376423	7.39682176418687	129.70788789713	1.29026862311848e-06	0.000145323280299638
10728	1.99595355711505	7.38172702702027	127.324322482276	1.32249198490505e-06	0.000147711333947353
23174	-3.13136473712118	5.2966143744738	126.802405429013	1.34561849434372e-06	0.00014805832883976
402415	-4.70029511235926	3.38720405834838	126.756146711439	1.34769201808929e-06	0.00014805832883976
2950	2.87772049721062	7.29559599220806	126.38598111717	1.36442600982505e-06	0.000148678063493376
6322	-5.57983686549341	7.63793953007484	129.85016945603	1.37748114814843e-06	0.000148890159908334
664709	4.27553017516337	4.97317587716732	125.621904879148	1.4128255482651e-06	0.000151488806587177
51555	5.79214905290384	5.76844140139628	128.793709713549	1.42518859187035e-06	0.000151601608705065
27128	-2.4312590134132	7.07457909140185	124.499944790725	1.4537427789602e-06	0.000153421373751209
51012	2.31468902226891	5.39451712901795	124.126299068907	1.4722771029528e-06	0.000154163515709971
8766	1.53011012602671	6.61851072464011	122.93674188104	1.53323985774817e-06	0.000159160041390114
4778	8.66305726707664	4.23045005393389	126.345991614035	1.54374433938035e-06	0.000159160041390114
28673	-8.12570527480656	3.27077304633962	122.250236719203	1.58427303401027e-06	0.000160661287240106
952	-2.32959240355923	5.98297193693374	121.927928027721	1.58737371147269e-06	0.000160661287240106
51444	2.61325181258018	6.91207921284254	121.802503885281	1.59426629880878e-06	0.000160661287240106
8727	3.52055109843648	4.23411159398029	120.105203671767	1.69123879138249e-06	0.00016665696586095
25851	-2.24440252722693	7.39714018266073	119.655311697	1.71814247840058e-06	0.00016665696586095
201725	2.87545345617233	5.03239167554341	119.550495243431	1.72448552781064e-06	0.00016665696586095
7533	2.43052435751912	6.39127444000746	119.482223847417	1.72863242718592e-06	0.00016665696586095
5690	1.57684088901388	6.91241361198639	119.382728398799	1.73469777660657e-06	0.00016665696586095
283337	-1.60730585728295	6.76917602431711	119.310670225462	1.73910677372003e-06	0.00016665696586095
51526	1.85521751703457	6.46354830552361	119.283016518005	1.74080244874528e-06	0.00016665696586095
64718	-1.92309213851658	5.92484837277706	118.989690957884	1.75891368166648e-06	0.000167196596279261
5756	2.43929898912768	6.06923389533327	118.693185123799	1.77745600537772e-06	0.000167769315775194
10962	2.53018560322683	5.97221552048353	118.230921801399	1.80684344565308e-06	0.000169350508406211
60592	2.30568015545046	4.71652931740781	117.447548745444	1.85801389217614e-06	0.000171949148715563
151888	-5.55003030668902	4.24329533923606	118.827505969515	1.86022730461513e-06	0.000171949148715563
399665	-3.16490086692027	8.62115852210397	117.106205114854	1.88086422015248e-06	0.000172665911936327
2764	3.10187669457758	6.30997614352473	115.506753401877	1.99262747874594e-06	0.00018015687057829
51186	3.46112237078247	4.40225640295562	115.426208478936	1.9984674805371e-06	0.00018015687057829
322	-3.63716926916175	6.94611956506837	117.376569218356	2.00278845901404e-06	0.00018015687057829
3275	-2.3805040600625	7.92398638950162	115.162147668722	2.01776086440012e-06	0.000180293659103698
9663	-2.30748519063579	6.90002296636603	114.692097746573	2.0526715057904e-06	0.000182198385378203
64116	2.52860293326446	6.03752869447953	114.481009061372	2.06858921901926e-06	0.000182393564147464
6950	2.04133635894664	8.18889635985084	114.303558803959	2.08208724274878e-06	0.000182393564147464
3560	-5.58165774153472	7.41701142685072	117.019909595923	2.12255291408096e-06	0.000183790466802419
55159	1.73949914383262	7.23662153518946	113.742766424597	2.1254586551052e-06	0.000183790466802419
4579	3.92928731347673	4.40950528145355	113.321196305286	2.15879165128309e-06	0.000185476182706072
5834	-2.37594476823075	7.33759710680318	112.119821439727	2.25735131046643e-06	0.000192708787351474
100131234	5.005603526581	3.43125317038296	111.760357399719	2.28790537432534e-06	0.000193219121802679
642852	-1.9358607166848	4.74932935539986	111.660337136567	2.29649677174215e-06	0.000193219121802679
7127	6.40405809990465	7.02228056422322	114.68265399333	2.30745027214213e-06	0.000193219121802679
473	-2.3747838372376	7.21543606257973	111.357224475716	2.32277513128142e-06	0.000193219121802679
63917	-3.33617268588717	4.58808210332049	111.212976307732	2.33540981362636e-06	0.000193219121802679
11236	2.0050353794329	6.43050786965046	110.610435210156	2.38910374696743e-06	0.000195841801258275
23181	-2.38051069316022	8.37067571456234	110.491452068912	2.39988443923561e-06	0.000195841801258275
283234	-1.98293666009506	8.2238192370896	110.252815672323	2.42168641160259e-06	0.000195841801258275
8228	-4.96407316385797	2.07605266489233	110.052334860507	2.4401899153587e-06	0.000195841801258275
2319	-1.94356000482765	6.27093583673489	109.981270850526	2.44679028690094e-06	0.000195841801258275
102724235	-6.77618265600419	1.43799698527262	109.895556222926	2.45478046790944e-06	0.000195841801258275
79625	-13.9777543797323	4.8938876579735	320.370890423729	2.47872159407762e-06	0.000196581689499541
11103	1.78339033833189	5.99200362685954	108.591621222082	2.58035844288342e-06	0.000202382467358086
100128640	5.50067704073976	2.00953454253406	108.51887695159	2.5875928778644e-06	0.000202382467358086
51379	-1.67041773847587	6.52685947675441	108.209690505897	2.61861967332138e-06	0.000202382467358086
84726	-2.04614793533539	9.33594085192375	108.118797218425	2.62782720028565e-06	0.000202382467358086
653121	6.42318439420698	4.69614499206765	111.128771163002	2.62805745759085e-06	0.000202382467358086
57730	2.26525230793937	5.30621164876844	107.975116465091	2.64246301482243e-06	0.000202382467358086
467	8.76278101899999	7.04052965953333	110.747956508184	2.66556402685113e-06	0.000202991787794805
170575	-3.46203296963812	5.78965392553961	108.268524877693	2.70875302220891e-06	0.000204519696340695
221079	3.10400547985323	7.32254709237465	107.255562762019	2.71727694391569e-06	0.000204519696340695
85407	-8.3979696940409	5.81061201300271	110.095083322411	2.73140533052185e-06	0.000204519696340695
3707	-3.25580441680832	8.399015779203	106.483430278143	2.80045968712062e-06	0.000207896083840406
81844	-2.17838421244824	6.09100212354804	106.41918730292	2.80752004589371e-06	0.000207896083840406
4189	2.49310607536627	5.3884833909264	105.690542108737	2.88914246898189e-06	0.000210874875689232
100506736	-4.49976266658862	3.76701760722238	105.679191358553	2.89043676136135e-06	0.000210874875689232
10313	2.41859959308512	6.84703241959326	105.639684130807	2.89494718546733e-06	0.000210874875689232
28592	-4.72425468560483	1.21068701182301	105.280498185408	2.93635177069432e-06	0.00021273471774387
596	-3.08146773497748	7.08202176081101	105.057335697238	2.96244139601348e-06	0.000213470978660047
84188	1.73207211678015	7.01014087958295	104.911494406871	2.97964473468827e-06	0.000213562451224743
5226	2.02414957062938	6.83180871123397	104.723768666134	3.00196893865257e-06	0.000213671575676156
4074	-1.72238596869949	6.51993441880106	104.501498910239	3.02866615164562e-06	0.000213671575676156
23031	-3.34658330852347	6.45873422097565	105.725501549207	3.02899346254344e-06	0.000213671575676156
100507218	-5.39924704184583	0.903838363298201	104.2385243652	3.06062847622371e-06	0.000214772793020034
8925	-2.03338702584344	8.9951500613849	103.991781274038	3.09099383444321e-06	0.000215773908140846
5101	2.67987071368009	4.89492036521964	103.494816154253	3.1532788135127e-06	0.000218617959978381
11034	3.08347846600583	6.96248041520251	103.617760237264	3.16435754948936e-06	0.000218617959978381
64375	-3.12762981996703	5.8260162165397	102.94817503314	3.22357194456621e-06	0.000219118513438003
127602	3.21914079606841	3.08060171293045	102.929622749494	3.22599104035783e-06	0.000219118513438003
79441	1.89077231072453	5.60080874442587	102.85619044899	3.23558793903883e-06	0.000219118513438003
284613	-2.25047992425663	5.89225530571228	102.84543412607	3.23699661722932e-06	0.000219118513438003
5924	-3.96574716706638	4.23181411465891	102.648182632476	3.26296270066997e-06	0.000219598568944671
26973	1.5230567920933	5.98831252887067	102.361833184836	3.30111245746305e-06	0.000219598568944671
163859	2.44505840278632	7.1327342112863	102.314035452215	3.30753346210145e-06	0.000219598568944671
258010	2.23718148993063	5.08326908434775	102.208320763682	3.32178918585272e-06	0.000219598568944671
301	3.70737978714495	6.66343899650658	104.955013277487	3.32600981092055e-06	0.000219598568944671
9641	-2.75334937187918	6.34812626897663	101.90581688494	3.36299923366648e-06	0.000220357806303084
10220	-1.76233988923299	4.74972582382746	101.852036929634	3.37039097904441e-06	0.000220357806303084
2185	-2.19145901463079	8.50439211975814	101.566250832772	3.41000561951737e-06	0.000221173166228791
1854	1.86749702536431	7.00643367773707	101.524321462241	3.41586550842049e-06	0.000221173166228791
8323	3.69092122259845	5.27838543162127	102.320876686723	3.46475479179508e-06	0.000223260136896296
8533	1.75704580382967	6.62604921274472	101.034049342227	3.48530634299902e-06	0.000223509860838353
960	-2.04339860244039	8.43185067802082	100.904631861482	3.50392390045278e-06	0.000223633771608422
3937	-2.25958463281596	8.92539017216759	100.69171412182	3.53481889298705e-06	0.000224536386837466
5932	2.45244470609149	5.11874581692049	100.505747519748	3.56207611573968e-06	0.000225200500845561
80723	4.97736785905562	2.96116487070755	100.367814869512	3.58245911463698e-06	0.00022542581931211
10959	1.5617942961898	7.14478597039446	99.96514707607	3.64278467704529e-06	0.00022729412446939
80765	-2.72228088779943	3.84126493988222	99.83090265132	3.66317211165379e-06	0.00022729412446939
7454	-1.44337345329991	6.73260508092777	99.7477965410288	3.67586321166029e-06	0.00022729412446939
10285	1.86646935271685	5.92623105836989	99.7208877579354	3.67998395955068e-06	0.00022729412446939
28559	5.2802041717548	1.76353763580001	99.4378406384646	3.72367320006187e-06	0.000228469180777728
6091	-6.8497930663277	4.75901077770536	101.822650246409	3.76687811271931e-06	0.000228469180777728
5738	-7.41027519995627	4.16042542869968	101.523090878278	3.81269386004673e-06	0.000228469180777728
9534	2.060834835309	5.73568162804811	98.8577504070137	3.81521123045592e-06	0.000228469180777728
10923	2.22511610144613	7.79762917665847	98.8132832905619	3.82234106223065e-06	0.000228469180777728
399979	-1.78828163220691	7.27463660597375	98.7960167192442	3.82511396536095e-06	0.000228469180777728
26505	-1.53948281072389	6.05226270299161	98.6899449139505	3.84220250968954e-06	0.000228469180777728
1389	-2.50616112738132	4.40958988779683	98.5991466159384	3.85690464704789e-06	0.000228469180777728
124565	-1.56990129957966	6.69716612059315	98.5927519038321	3.85794267511586e-06	0.000228469180777728
123036	-4.7012004694927	2.79949117586042	98.5218806777098	3.86946982291607e-06	0.000228469180777728
79956	-3.38186726479257	5.7867151242621	99.0752357614959	3.95839057951851e-06	0.000232694337444239
10188	-2.05468379953292	7.53461223324669	97.6825011613825	4.00925044885352e-06	0.000232922175179783
11214	-1.62065715307771	8.68358935366034	97.652222532607	4.01440709690311e-06	0.000232922175179783
26805	3.73750049381189	3.37904139602941	97.6392483568743	4.01661916568882e-06	0.000232922175179783
8718	-4.26475950066655	7.03335241514626	99.9003422153515	4.07310825390953e-06	0.000232922175179783
100506985	-2.74714316333171	3.83707853700563	97.2663623588914	4.08083725072579e-06	0.000232922175179783
79621	1.7529897858606	7.2551677014236	97.2227015118236	4.08843832758537e-06	0.000232922175179783
10971	2.06334890975019	8.1631632067415	97.1722030362653	4.09725139643198e-06	0.000232922175179783
9666	-2.66705895005522	5.84622525911757	97.1490878470247	4.10129324348495e-06	0.000232922175179783
101927777	-2.97486057016124	4.78453284904447	96.9048518760617	4.14429890143644e-06	0.000233820613450138
168374	2.66991197126291	5.41685125875319	96.7850201579173	4.165600764203e-06	0.000233820613450138
18	-2.27416568436806	4.7966033794506	96.6625718120965	4.18750624615104e-06	0.000233820613450138
389289	-1.55059664366119	5.16661225078213	96.6447616348107	4.19070413289744e-06	0.000233820613450138
340252	3.02558858345297	5.03527011443955	96.5690051797968	4.20433991207068e-06	0.000233820613450138
8202	-1.44929486631569	7.1984073704238	96.2942626217618	4.25424957995758e-06	0.000235195398444363
54801	2.06945001899767	6.41743888165071	96.2401989344395	4.26415592195629e-06	0.000235195398444363
387923	-6.47595174576789	0.52852545737266	96.0875739802098	4.29227471721765e-06	0.000235292420862793
51371	2.26795769243142	6.0591963203592	96.040325897212	4.30102537576545e-06	0.000235292420862793
51309	2.92754723808962	4.17123508923736	95.5464561438062	4.39381193431938e-06	0.000239391306323913
8742	-5.36687777224918	3.14922273986826	95.4071692548643	4.42042203475311e-06	0.000239866058833182
28669	-5.66364848992939	2.99281189104277	95.2738099540891	4.44608459299259e-06	0.000240285773386612
400027	1.59953921969574	6.04342343208586	95.0428968159434	4.49095187414406e-06	0.000241595844368604
79932	-1.31904502910699	6.68307273950476	94.9498590083492	4.50918584581293e-06	0.000241595844368604
10943	-2.43396659731184	8.35846515092474	94.8725720567747	4.52440177098557e-06	0.000241595844368604
152559	2.51999577388503	5.5973066184905	94.6033788021163	4.57789194246655e-06	0.000243482086130473
84085	2.06425784365253	5.1684051984805	94.1098803240705	4.67797601725471e-06	0.000246900858662296
84301	-2.62903323144031	3.63561923144523	94.1048323965225	4.67901351191697e-06	0.000246900858662296
28691	-7.77200612057511	3.4470699478886	96.4340726777956	4.70643686106981e-06	0.000247374012740857
10179	1.93345487468613	5.56667617023946	93.8676146868893	4.72808747168445e-06	0.000247541235871042
6480	-3.23035316849615	8.23862128611744	93.7495962887204	4.78140632788355e-06	0.000249286660564333
80709	-2.6959801096488	9.15949696885974	93.5318724755635	4.79862407114809e-06	0.000249286660564333
3251	2.20034887918835	5.37764672703345	93.4228884473521	4.82179692208253e-06	0.000249523336473638
5954	2.96912582519903	5.3438212491936	93.3112309300681	4.84568030437253e-06	0.000249794819690404
29909	-5.0853762586536	4.78072287265188	95.3928344029488	4.91987869912493e-06	0.000252376296721572
8672	-1.68636293466166	6.63243199449741	92.9067556122155	4.93341712609505e-06	0.000252376296721572
64174	-2.39412755865524	5.29250770937863	92.4838615261806	5.02723579006535e-06	0.000256197875643521
100130733	4.24664840202671	4.24816952007391	92.2145790541173	5.08811383395296e-06	0.000258318142865422
221830	1.95544418337251	5.59747136220219	91.8863786613308	5.1635355516604e-06	0.000261157988675111
197358	-2.05619256652655	7.61315001927609	91.6995622873727	5.20707738986263e-06	0.000262370143820785
100130231	-4.00297268961614	5.62820880009919	93.9209502771076	5.24224113338489e-06	0.000263152651351152
29028	2.46291208141319	7.19118836538668	91.4110731473347	5.27520204379308e-06	0.000263819152958801
23345	-2.9789357063715	8.11910218884609	91.0526259343873	5.3613719679524e-06	0.000267131853109539
53347	-1.85475793433864	6.97696635611623	90.9234839546239	5.39283861454686e-06	0.000267250142954213
11221	3.24883629820536	6.24837039074695	92.3699901316203	5.40362521380226e-06	0.000267250142954213
5530	-2.11145986896041	4.53972081715132	90.2336381836383	5.56480381198868e-06	0.000273777194638387
115352	-4.50886754432199	5.05642555359801	92.4235478717829	5.59718036593865e-06	0.000273777194638387
10767	1.87443130465658	6.93455768547051	89.9847343343502	5.62849253289231e-06	0.000273777194638387
54739	-3.49351528673169	7.85032125667343	92.0144483034322	5.6315564300401e-06	0.000273777194638387
5329	4.77152508070101	4.11410514871656	90.9136988700505	5.63773078565954e-06	0.000273777194638387
6782	2.24509822022529	6.10545154972128	89.8340679247387	5.66747781406781e-06	0.000274175422608677
27154	-1.44800037223286	6.155713712106	89.7596945753378	5.68684380252273e-06	0.000274175422608677
57674	-2.76041114914289	10.4450187000552	89.2027270170393	5.83447379136988e-06	0.000280149990124603
26225	1.7850692081557	4.86496908630073	89.1356414672389	5.8525701137722e-06	0.000280149990124603
23228	-2.48902393203811	5.21500804837361	88.7437901062214	5.9596542636528e-06	0.00028110798755718
105375938	-6.54077932516954	0.0890913901569878	88.6968952206741	5.97262951914139e-06	0.00028110798755718
3015	2.29736324479477	7.96556705575276	88.6828184043275	5.97653114588658e-06	0.00028110798755718
6367	-7.64469439199483	0.399087003418993	88.6539546731944	5.98454096706479e-06	0.00028110798755718
27131	1.69866609524108	6.83119813533218	88.535365351253	6.01758814493708e-06	0.00028110798755718
51646	1.80049351151479	7.68351896403878	88.5184816558939	6.02231123724466e-06	0.00028110798755718
6428	1.78515059025895	9.18084891218254	88.4836290089265	6.03207536030411e-06	0.00028110798755718
163786	2.39471263376828	4.4453457852714	88.4285477761184	6.04754611682179e-06	0.00028110798755718
113	-1.91958486750262	8.22245377058396	88.3357315361166	6.07372549219969e-06	0.00028110798755718
54790	-1.90569882969135	5.8624795234614	88.305372112293	6.08231861460735e-06	0.00028110798755718
79713	-2.84119643849807	5.03242201453517	88.2300900535391	6.10369114806062e-06	0.000281126365833184
80321	2.6274957269687	5.19801631640181	87.9986481363231	6.16997502685848e-06	0.000283206079743097
6793	-1.88609978651492	7.78225362897049	87.7615999697005	6.23877931966251e-06	0.000284964762053695
659	-2.52286984114775	5.14172495090652	87.7204710444993	6.25081250793003e-06	0.000284964762053695
285237	1.59991884289569	5.59105220688951	87.4413485645194	6.33323031474558e-06	0.000287743342062831
7586	-1.73342493048729	7.33284731509579	87.3573527713032	6.3582918766195e-06	0.000287906033859227
